"","Day","moduleColor","ontology","GO_term","GO_ID","Transcript_ID","Protein_name"
"2602","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111135154"," myotubularin-related protein 3-like"
"2605","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125442"," myotubularin-related protein 6-like"
"2606","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111120615"," nuclear receptor-binding protein-like"
"2608","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111127288"," parafibromin-like"
"2609","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119349"," peptide methionine sulfoxide reductase MsrA-like"
"2613","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111137404"," peptide methionine sulfoxide reductase-like"
"2614","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111104455"," peptidyl-prolyl cis-trans isomerase-like 4"
"2615","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119254"," phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN-like"
"2616","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111136562"," poly [ADP-ribose] polymerase 2-like"
"2620","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111100311"," poly [ADP-ribose] polymerase 4-like"
"2622","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111108481"," potential E3 ubiquitin-protein ligase ariadne-2-like"
"2623","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111109652"," probable E3 ubiquitin-protein ligase ARI9"
"2624","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111137949"," probable E3 ubiquitin-protein ligase HECTD4"
"2625","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111114713"," probable inactive serine/threonine-protein kinase bub1"
"2626","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111120490"," probable serine/threonine-protein kinase MARK-A"
"2627","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111138031"," probable tubulin polyglutamylase TTLL9"
"2639","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111100561"," probable ubiquitin carboxyl-terminal hydrolase FAF-X"
"2641","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111123208"," protein CNPPD1-like"
"2642","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111105859"," protein HEXIM-like"
"2643","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111099108"," protein LIAT1-like"
"2644","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111137241"," protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha-like"
"2645","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111107462"," protein kinase C delta type-like"
"2652","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111134328"," protein kinase C iota type-like"
"2658","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111129898"," protein pellino-like"
"2659","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111124578"," protein phosphatase 1 regulatory subunit 11-like"
"2660","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111129147"," protein phosphatase 1B-like"
"2661","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111134949"," protein phosphatase 1E-like"
"2662","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111127462"," protein phosphatase 1K, mitochondrial-like"
"2664","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111127341"," protein phosphatase 2C-like domain-containing protein 1"
"2665","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111132290"," protein phosphatase inhibitor 2-like"
"2666","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111108204"," protein piccolo-like"
"2672","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111128279"," protein prenyltransferase alpha subunit repeat-containing protein 1-like"
"2674","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111108799"," protein tyrosine phosphatase domain-containing protein 1-like"
"2678","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125773"," protein tyrosine phosphatase type IVA 2-like"
"2681","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111117922"," protein-L-isoaspartate O-methyltransferase domain-containing protein 1-like"
"2682","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111131050"," protein-L-isoaspartate(D-aspartate) O-methyltransferase-like"
"2685","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111135245"," protein-glutamine gamma-glutamyltransferase K-like"
"2687","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111103646"," proto-oncogene tyrosine-protein kinase ROS-like"
"2688","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111103817"," proto-oncogene tyrosine-protein kinase ROS-like"
"2696","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111122952"," putative RNA polymerase II subunit B1 CTD phosphatase RPAP2"
"2697","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111123150"," putative RNA polymerase II subunit B1 CTD phosphatase RPAP2"
"2700","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111126205"," putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13"
"2702","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111120610"," receptor-type guanylate cyclase Gyc76C-like"
"2707","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111113136"," receptor-type tyrosine-protein phosphatase N2-like"
"2708","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111113168"," receptor-type tyrosine-protein phosphatase T-like"
"2709","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111114457"," receptor-type tyrosine-protein phosphatase T-like"
"2710","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119360"," receptor-type tyrosine-protein phosphatase alpha-like"
"2718","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111130194"," receptor-type tyrosine-protein phosphatase epsilon-like"
"2721","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111113430"," receptor-type tyrosine-protein phosphatase epsilon-like"
"2729","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111103590"," receptor-type tyrosine-protein phosphatase eta-like"
"2731","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119769"," receptor-type tyrosine-protein phosphatase kappa-like"
"2732","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111121708"," receptor-type tyrosine-protein phosphatase kappa-like"
"2735","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125953"," receptor-type tyrosine-protein phosphatase kappa-like"
"2737","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111113138"," receptor-type tyrosine-protein phosphatase kappa-like"
"2739","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125947"," receptor-type tyrosine-protein phosphatase kappa-like"
"2740","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119418"," receptor-type tyrosine-protein phosphatase kappa-like"
"2742","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111132202"," retinal guanylyl cyclase 2-like"
"2743","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111129876"," rho-associated protein kinase 1-like"
"2746","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111115487"," serine/threonine-protein kinase 16-like"
"2747","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111112498"," serine/threonine-protein kinase 17A-like"
"2748","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111135497"," serine/threonine-protein kinase 24-like"
"2756","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111135514"," serine/threonine-protein kinase 26-like"
"2757","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111134421"," serine/threonine-protein kinase 32B-like"
"2758","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111101023"," serine/threonine-protein kinase 36-like"
"2761","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111129057"," serine/threonine-protein kinase BRSK2-like"
"2762","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111131805"," serine/threonine-protein kinase D1-like"
"2770","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125119"," serine/threonine-protein kinase DCLK1-like"
"2773","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111124672"," serine/threonine-protein kinase DCLK3-like"
"2774","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111135067"," serine/threonine-protein kinase H1 homolog"
"2775","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111120974"," serine/threonine-protein kinase ICK-like"
"2776","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111118547"," serine/threonine-protein kinase ICK-like"
"2777","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119696"," serine/threonine-protein kinase LMTK2-like"
"2781","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111128082"," serine/threonine-protein kinase MRCK alpha-like"
"2790","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125105"," serine/threonine-protein kinase N2-like"
"2791","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125488"," serine/threonine-protein kinase Nek1-like"
"2797","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111136925"," serine/threonine-protein kinase Nek11-like"
"2801","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111108722"," serine/threonine-protein kinase Nek4-like"
"2802","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111106859"," serine/threonine-protein kinase Nek4-like"
"2807","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111109524"," serine/threonine-protein kinase Nek6-like"
"2809","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111124742"," serine/threonine-protein kinase Nek7-like"
"2810","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111105379"," serine/threonine-protein kinase Nek9-like"
"2814","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111106754"," serine/threonine-protein kinase PAK 1-like"
"2819","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111135467"," serine/threonine-protein kinase PINK1, mitochondrial-like"
"2820","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111137042"," serine/threonine-protein kinase PRP4 homolog"
"2822","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111128176"," serine/threonine-protein kinase RIO2-like"
"2823","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111100637"," serine/threonine-protein kinase RIO3-like"
"2825","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111117991"," serine/threonine-protein kinase SBK1-like"
"2826","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111124561"," serine/threonine-protein kinase SIK1-like"
"2827","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111124669"," serine/threonine-protein kinase SIK3-like"
"2830","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111107200"," serine/threonine-protein kinase TBK1-like"
"2832","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111107048"," serine/threonine-protein kinase TBK1-like"
"2835","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111127889"," serine/threonine-protein kinase ULK3-like"
"2837","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111109993"," serine/threonine-protein kinase WNK3-like"
"2839","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111109755"," serine/threonine-protein kinase WNK3-like"
"2851","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111116615"," serine/threonine-protein kinase greatwall-like"
"2853","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111117050"," serine/threonine-protein kinase greatwall-like"
"2855","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111132798"," serine/threonine-protein kinase mig-15-like"
"2861","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111107995"," serine/threonine-protein kinase pim-3-like"
"2863","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111099101"," serine/threonine-protein kinase unc-51-like"
"2866","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111120876"," serine/threonine-protein kinase/endoribonuclease IRE1-like"
"2867","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111136039"," serine/threonine-protein phosphatase alpha-2 isoform-like"
"2868","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119106"," set1/Ash2 histone methyltransferase complex subunit ASH2-like"
"2869","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111120050"," speract receptor-like"
"2873","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111123831"," titin-like"
"2874","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111130888"," transcriptional adapter 2-beta-like"
"2875","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111133107"," tribbles homolog 2-like"
"2876","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125534"," triple functional domain protein-like"
"2877","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125930"," tubulin polyglutamylase TTLL11-like"
"2879","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125273"," tubulin polyglutamylase TTLL11-like"
"2886","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111129170"," tubulin polyglutamylase TTLL5-like"
"2909","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119326"," tubulin polyglutamylase TTLL7-like"
"2912","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111130353"," tubulin polyglutamylase ttll6-like"
"2939","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111124521"," tyrosine-protein kinase Abl-like"
"2941","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111114988"," tyrosine-protein kinase Fer-like"
"2942","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111136482"," tyrosine-protein kinase HTK16-like"
"2943","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111132665"," tyrosine-protein kinase SRK2-like"
"2944","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119372"," tyrosine-protein kinase SRK2-like"
"2945","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111126875"," tyrosine-protein kinase transmembrane receptor Ror-like"
"2949","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119050"," tyrosine-protein kinase transmembrane receptor Ror2-like"
"2950","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111107422"," tyrosine-protein phosphatase 99A-like"
"2956","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119647"," tyrosine-protein phosphatase Lar-like"
"2957","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111134726"," tyrosine-protein phosphatase non-receptor type 11-like"
"2958","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111118576"," tyrosine-protein phosphatase non-receptor type 13-like"
"2961","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111130184"," tyrosine-protein phosphatase non-receptor type 14-like"
"2962","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111123971"," tyrosine-protein phosphatase non-receptor type 23-like"
"2965","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111115122"," tyrosine-protein phosphatase non-receptor type 4-like"
"2969","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111112307"," tyrosine-protein phosphatase non-receptor type 4-like"
"2993","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111133260"," tyrosine-protein phosphatase non-receptor type 5-like"
"2994","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111128227"," tyrosine-protein phosphatase non-receptor type 9-like"
"2996","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111101654"," ubiquitin carboxyl-terminal hydrolase 1-like"
"2997","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111104603"," ubiquitin carboxyl-terminal hydrolase 16-like"
"2999","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125206"," ubiquitin carboxyl-terminal hydrolase 25-like"
"3002","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111134719"," ubiquitin carboxyl-terminal hydrolase 32-like"
"3003","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125528"," ubiquitin carboxyl-terminal hydrolase 35-like"
"3004","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111120688"," ubiquitin carboxyl-terminal hydrolase 43-like"
"3005","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111108262"," ubiquitin carboxyl-terminal hydrolase 48-like"
"3007","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111112700"," ubiquitin carboxyl-terminal hydrolase 8-like"
"3011","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111132997"," ubiquitin carboxyl-terminal hydrolase CYLD-like"
"3013","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111129798"," ubiquitin carboxyl-terminal hydrolase MINDY-2-like"
"3014","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125231"," ubiquitin-protein ligase E3A-like"
"3015","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125292"," ubiquitin-protein ligase E3A-like"
"3016","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111138181"," ubiquitin-protein ligase E3B-like"
"3017","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111120987"," ubiquitin-protein ligase E3C-like"
"3018","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111133508"," uncharacterized"
"3019","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111108281"," uncharacterized"
"3020","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111131594"," uncharacterized"
"3021","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111132656"," uncharacterized"
"3022","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111118076"," uncharacterized"
"3023","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111135248"," uncharacterized"
"3024","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111113298"," uncharacterized"
"3025","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111116640"," uncharacterized"
"3027","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111124864"," uncharacterized"
"3028","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111135981"," uncharacterized"
"3031","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111132307"," uncharacterized"
"3032","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111129309"," uncharacterized"
"3033","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111111297"," uncharacterized"
"3034","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111105980"," uncharacterized"
"3036","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111122832"," uncharacterized"
"3037","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111137561"," uncharacterized"
"3039","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111126068"," uncharacterized"
"3040","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111121461"," uncharacterized"
"3041","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111132291"," uncharacterized"
"3042","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111110226"," uncharacterized"
"3044","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111135086"," uncharacterized"
"3045","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111131498"," uncharacterized"
"3047","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111137272"," uncharacterized"
"3048","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111129592"," uncharacterized"
"3052","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111103310"," uncharacterized"
"3053","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111108715"," uncharacterized"
"3054","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111134583"," uncharacterized"
"3055","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111135118"," uncharacterized"
"3056","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111129082"," uncharacterized"
"3060","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111104309"," uncharacterized"
"3062","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111132570"," uncharacterized"
"3064","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111104400"," uncharacterized"
"3068","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111108441"," uncharacterized"
"3072","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111106170"," uncharacterized"
"3074","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111125536"," uncharacterized"
"3075","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111135183"," uncharacterized"
"3077","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111122215"," uncharacterized"
"3078","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119156"," uncharacterized"
"3080","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111114626"," uncharacterized"
"3081","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111100096"," uncharacterized"
"3082","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119207"," uncharacterized protein DDB_G0283357-like"
"3086","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111119194"," uncharacterized protein DDB_G0283357-like"
"3096","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111124011"," vascular endothelial growth factor receptor 1-like"
"3100","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111122173"," vitamin K-dependent gamma-carboxylase-like"
"3102","Day0","blue","BP","cellular protein modification process","GO:0006464","LOC111123011"," zinc finger protein 271-like"
"3103","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111137009"," F-actin-uncapping protein LRRC16A-like"
"3104","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111136591"," FH1/FH2 domain-containing protein 3-like"
"3121","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111128209"," MAP/microtubule affinity-regulating kinase 3-like"
"3128","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111105923"," WASH complex subunit 1-like"
"3132","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111126450"," abl interactor 1-like"
"3133","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111135276"," actin-binding LIM protein 1-like"
"3134","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111128666"," actin-depolymerizing factor 7-like"
"3135","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111128318"," actophorin-like"
"3136","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111131028"," advillin-like"
"3140","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111119586"," band 4.1-like protein 2"
"3148","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111128913"," band 4.1-like protein 3"
"3153","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111116519"," catenin delta-2-like"
"3154","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111114913"," catenin delta-2-like"
"3171","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111101763"," centrosomal protein of 126 kDa-like"
"3173","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111101228"," centrosomal protein of 57 kDa-like"
"3174","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111122689"," centrosome-associated protein 350-like"
"3179","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111119280"," coiled-coil domain-containing protein 40-like"
"3180","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111137094"," dedicator of cytokinesis protein 1-like"
"3187","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111129877"," disheveled-associated activator of morphogenesis 1-A-like"
"3196","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111124399"," dynein assembly factor 3, axonemal-like"
"3197","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111102004"," dystroglycan-like"
"3198","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111134838"," espin-like"
"3199","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111122578"," formin-J-like"
"3202","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111122167"," formin-like protein 1"
"3207","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111128222"," gamma-tubulin complex component 5-like"
"3208","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111117188"," inverted formin-2-like"
"3209","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111136218"," meckelin-like"
"3210","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111118678"," microtubule-actin cross-linking factor 1, isoforms 1/2/3/5-like"
"3211","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111119859"," mucin-17-like"
"3218","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111129614"," nesprin-1-like"
"3219","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111105791"," neural Wiskott-Aldrich syndrome protein-like"
"3220","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111125198"," protein Shroom3-like"
"3221","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111124853"," protein diaphanous homolog 1-like"
"3222","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111125745"," protein diaphanous homolog 2-like"
"3223","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111134950"," protein spire homolog 1-like"
"3231","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111099111"," refilin-B-like"
"3232","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111128082"," serine/threonine-protein kinase MRCK alpha-like"
"3241","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111131507"," serologically defined colon cancer antigen 8 homolog"
"3242","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111129238"," signal-induced proliferation-associated 1-like protein 1"
"3247","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111129117"," signal-induced proliferation-associated 1-like protein 2"
"3254","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111122725"," sodium channel and clathrin linker 1-like"
"3255","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111123958"," supervillin-like"
"3256","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111112605"," talin-1-like"
"3282","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111134995"," tankyrase-1-like"
"3283","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111127650"," thymosin beta-like"
"3293","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111103866"," titin homolog"
"3294","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111112296"," trichohyalin-like"
"3299","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111133898"," uncharacterized"
"3302","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111118302"," uncharacterized"
"3303","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111102779"," uncharacterized"
"3306","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111134657"," uncharacterized"
"3307","Day0","blue","BP","cytoskeleton organization","GO:0007010","LOC111103099"," wiskott-Aldrich syndrome protein family member 2-like"
"3309","Day0","blue","BP","growth","GO:0040007","LOC111119586"," band 4.1-like protein 2"
"3317","Day0","blue","BP","growth","GO:0040007","LOC111128913"," band 4.1-like protein 3"
"3322","Day0","blue","BP","growth","GO:0040007","LOC111118397"," bone morphogenetic protein 2-A-like"
"3323","Day0","blue","BP","growth","GO:0040007","LOC111130759"," bone morphogenetic protein 2-like"
"3325","Day0","blue","BP","growth","GO:0040007","LOC111120609"," bone morphogenetic protein 3-like"
"3326","Day0","blue","BP","growth","GO:0040007","LOC111121860"," bone morphogenetic protein 5-like"
"3327","Day0","blue","BP","growth","GO:0040007","LOC111128996"," cysteine-rich motor neuron 1 protein-like"
"3328","Day0","blue","BP","growth","GO:0040007","LOC111100539"," fibroblast growth factor 18-like"
"3330","Day0","blue","BP","growth","GO:0040007","LOC111118073"," growth/differentiation factor 8-like"
"3332","Day0","blue","BP","growth","GO:0040007","LOC111100613"," ninjurin-1-like"
"3335","Day0","blue","BP","growth","GO:0040007","LOC111134821"," rab GTPase-binding effector protein 1-like"
