"","Cgigas_KEGGID","time_point","module","KEGGID_pathway","Log_pvalue_adj","Rich_factor","Description","Cvirginica_GeneID","Cvirginica_Protein_name"
"321","crg:105318218","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111135828"," V-type proton ATPase subunit d 1-like"
"322","crg:105318342","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111134337"," V-type proton ATPase subunit H-like"
"323","crg:105318424","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111136504"," NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial-like"
"324","crg:105318622","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111118152"," V-type proton ATPase 21 kDa proteolipid subunit-like"
"325","crg:105319097","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111114597"," ATP synthase subunit beta, mitochondrial"
"326","crg:105319124","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111114799"," V-type proton ATPase subunit C 1-like"
"327","crg:105319312","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111136515"," NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial-like"
"328","crg:105321030","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111121087"," acyl carrier protein, mitochondrial-like"
"329","crg:105321566","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111123623"," V-type proton ATPase 16 kDa proteolipid subunit-like"
"330","crg:105321666","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111132054"," cytochrome c oxidase assembly protein COX15 homolog"
"331","crg:105321678","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111125575"," V-type proton ATPase catalytic subunit A-like"
"332","crg:105322557","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111121285"," putative ATP synthase subunit f, mitochondrial"
"333","crg:105322557","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111119450"," putative ATP synthase subunit f, mitochondrial"
"334","crg:105323542","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111108591"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial-like"
"335","crg:105324755","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111102414"," ATP synthase F(0) complex subunit B1, mitochondrial-like"
"336","crg:105325585","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111117954"," protoheme IX farnesyltransferase, mitochondrial-like"
"337","crg:105326432","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111102448"," NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial-like"
"338","crg:105328413","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111101764"," NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial-like"
"339","crg:105328999","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111101041"," V-type proton ATPase subunit B"
"340","crg:105329407","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111133766"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9-like"
"341","crg:105329525","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111138187"," ATP synthase lipid-binding protein, mitochondrial-like"
"342","crg:105329817","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111118584"," inorganic pyrophosphatase-like"
"343","crg:105329817","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111118590"," inorganic pyrophosphatase-like"
"344","crg:105329817","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111118585"," uncharacterized"
"345","crg:105330603","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111104049"," cytochrome c oxidase subunit NDUFA4-like"
"346","crg:105331281","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111118640"," NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial-like"
"347","crg:105331743","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111119118"," ATP synthase subunit d, mitochondrial-like"
"348","crg:105332067","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111130549"," ATP synthase subunit alpha, mitochondrial-like"
"349","crg:105332143","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111127095"," succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like"
"350","crg:105332292","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111137398"," cytochrome c1-2, heme protein, mitochondrial-like"
"351","crg:105332292","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111132066"," cytochrome c1-2, heme protein, mitochondrial-like"
"352","crg:105332665","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111121564"," cytochrome b-c1 complex subunit 2, mitochondrial-like"
"353","crg:105333395","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111100692"," V-type proton ATPase subunit E-like"
"354","crg:105333395","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111100268"," V-type proton ATPase subunit E-like"
"355","crg:105333395","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111100677"," V-type proton ATPase subunit E-like"
"356","crg:105333395","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111101124"," V-type proton ATPase subunit E-like"
"357","crg:105333395","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111100266"," V-type proton ATPase subunit E-like"
"358","crg:105333395","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111100678"," V-type proton ATPase subunit E 1-like"
"359","crg:105333395","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111100265"," V-type proton ATPase subunit E-like"
"360","crg:105333395","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111100263"," V-type proton ATPase subunit E-like"
"361","crg:105333395","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111100679"," V-type proton ATPase subunit E-like"
"362","crg:105333395","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111100264"," V-type proton ATPase subunit E-like"
"363","crg:105333576","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111120995"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-like"
"364","crg:105333576","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111120110"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-like"
"365","crg:105335080","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111119332"," cytochrome c oxidase assembly protein ctaG-like"
"366","crg:105336649","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111118611"," cytochrome b-c1 complex subunit 6, mitochondrial-like"
"367","crg:105336770","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111130836"," V-type proton ATPase subunit D-like"
"368","crg:105338659","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111132318"," putative succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"
"369","crg:105339285","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111137078"," V-type proton ATPase subunit e 2-like"
"370","crg:105340141","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111126983"," probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5"
"371","crg:105340141","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111126886"," probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5"
"372","crg:105341238","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111121515"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like"
"373","crg:105341417","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111129428"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-like"
"374","crg:105341417","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111129427"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-like"
"375","crg:105342170","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111132762"," cytochrome c oxidase subunit 6A2, mitochondrial-like"
"376","crg:105343349","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111117675"," ATP synthase subunit delta, mitochondrial-like"
"377","crg:105344113","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111138180"," NADH-ubiquinone oxidoreductase subunit 8-like"
"378","crg:105344150","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111112645"," cytochrome c-like"
"379","crg:105344651","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111100768"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial-like"
"380","crg:105345691","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111125836"," V-type proton ATPase subunit G-like"
"381","crg:105345750","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111114769"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial-like"
"382","crg:105345808","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111135946"," cytochrome b-c1 complex subunit Rieske, mitochondrial-like"
"383","crg:105346116","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111136787"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial-like"
"384","crg:105347217","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111136161"," cytochrome c oxidase subunit 4 isoform 1, mitochondrial-like"
"385","crg:105347217","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111133662"," cytochrome c oxidase subunit 4 isoform 1, mitochondrial-like"
"386","crg:105347858","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111104128"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial-like"
"387","crg:109618245","Day 0","turquoise","crg00190",12.1,0.64,"Oxidative phosphorylation","LOC111121111"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6-like"
"388","crg:105317286","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111110098"," glucose-6-phosphate 1-dehydrogenase-like"
"389","crg:105317439","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111131512"," deoxyribose-phosphate aldolase-like"
"390","crg:105317439","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111131435"," deoxyribose-phosphate aldolase-like"
"391","crg:105317890","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111126560"," tensin-1-like"
"392","crg:105317890","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111113215"," tensin-1-like"
"393","crg:105317890","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111126562"," importin subunit beta-1-like"
"394","crg:105317890","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111113217"," importin subunit beta-1-like"
"395","crg:105318090","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111128793"," nuclear cap-binding protein subunit 1-like"
"396","crg:105318490","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111118745"," transportin-1-like"
"397","crg:105319209","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111125507"," spliceosome RNA helicase DDX39B"
"398","crg:105320092","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111123214"," 6-phosphogluconolactonase-like"
"399","crg:105320282","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111117589"," importin-4-like"
"400","crg:105320282","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111137854"," importin-4-like"
"401","crg:105320716","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111104027"," transportin-3-like"
"402","crg:105320975","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111122996"," nuclear pore complex protein Nup98-Nup96-like"
"403","crg:105321021","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111121238"," RNA-binding protein with serine-rich domain 1-B-like"
"404","crg:105321677","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111107093"," importin-9-like"
"405","crg:105321677","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111107593"," importin-9-like"
"406","crg:105321677","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111107977"," importin-9-like"
"407","crg:105322538","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111101511"," nucleoporin Nup43-like"
"408","crg:105322538","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111099598"," nucleoporin Nup43-like"
"409","crg:105322973","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111130363"," pinin-like"
"410","crg:105323093","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111124701"," E3 SUMO-protein ligase RanBP2-like"
"411","crg:105323093","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111124696"," E3 SUMO-protein ligase RanBP2-like"
"412","crg:105323733","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111101880"," nuclear cap-binding protein subunit 2-like"
"413","crg:105323733","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111101712"," nuclear cap-binding protein subunit 2-like"
"414","crg:105324858","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111135936"," nuclear pore complex protein Nup88-like"
"415","crg:105325277","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111125502"," phosphoglucomutase-2-like"
"416","crg:105325291","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111127431"," nuclear pore glycoprotein p62-like"
"417","crg:105325437","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111118796"," nucleoprotein TPR-like"
"418","crg:105327885","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111114937"," GTP-binding nuclear protein Ran"
"419","crg:105328534","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111109650"," transketolase-like protein 2"
"420","crg:105328593","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111134885"," nucleoporin SEH1-like"
"421","crg:105329847","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111123753"," ribose-phosphate pyrophosphokinase 1-like"
"422","crg:105330153","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111124560"," THO complex subunit 2-like"
"423","crg:105330288","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111104293"," nucleoporin Nup37-like"
"424","crg:105330354","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111118211"," nuclear pore membrane glycoprotein 210-like"
"425","crg:105330652","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111104381"," importin subunit alpha-1-like"
"426","crg:105330652","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111103867"," importin subunit alpha-1-like"
"427","crg:105330682","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111121420"," regucalcin-like"
"428","crg:105330682","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111121418"," regucalcin-like"
"429","crg:105330886","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111114674"," partner of Y14 and mago-like"
"430","crg:105330886","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111111718"," partner of Y14 and mago-like"
"431","crg:105330927","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111124867"," ATP-dependent 6-phosphofructokinase-like"
"432","crg:105331061","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111129063"," regulator of nonsense transcripts 1-like"
"433","crg:105331061","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111129219"," regulator of nonsense transcripts 1-like"
"434","crg:105331731","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111120752"," ribulose-phosphate 3-epimerase-like"
"435","crg:105331767","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111125457"," ran GTPase-activating protein 1-like"
"436","crg:105332258","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111103812"," importin subunit alpha-7-like"
"437","crg:105332291","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111137391"," glucose-6-phosphate isomerase-like"
"438","crg:105332291","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111136543"," glucose-6-phosphate isomerase-like"
"439","crg:105334367","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111124565"," ribose-5-phosphate isomerase-like"
"440","crg:105334708","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111136615"," nuclear pore complex protein Nup93-like"
"441","crg:105334941","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111124932"," nucleoporin NUP188 homolog"
"442","crg:105334941","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111125592"," nucleoporin NUP188 homolog"
"443","crg:105335180","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111105262"," transaldolase-like"
"444","crg:105335180","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111105573"," transaldolase-like"
"445","crg:105336393","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111136278"," THO complex subunit 3-like"
"446","crg:105336642","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111121417"," mRNA export factor-like"
"447","crg:105336648","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111120853"," regucalcin-like"
"448","crg:105337096","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111131148"," importin-7-like"
"449","crg:105337759","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111134707"," apoptotic chromatin condensation inducer in the nucleus-like"
"450","crg:105337940","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111120984"," protein mago nashi homolog 2"
"451","crg:105338117","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111135537"," mucin-19-like"
"452","crg:105338117","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111136337"," nuclear pore complex protein Nup214-like"
"453","crg:105338126","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111136940"," fructose-bisphosphate aldolase-like"
"454","crg:105338779","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111121011"," THO complex subunit 1-like"
"455","crg:105338779","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111121726"," THO complex subunit 1-like"
"456","crg:105338838","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111138352"," ATP-dependent RNA helicase DDX19A-like"
"457","crg:105339039","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111125573"," small ubiquitin-related modifier 3-like"
"458","crg:105339039","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111125574"," small ubiquitin-related modifier 2-like"
"459","crg:105339546","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111130920"," nuclear pore complex protein Nup133-like"
"460","crg:105340039","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111100305"," nuclear pore complex protein Nup205-like"
"461","crg:105340039","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111101943"," nuclear pore complex protein Nup205-like"
"462","crg:105340039","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111099664"," nuclear pore complex protein Nup205-like"
"463","crg:105340439","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111136873"," GDH/6PGL endoplasmic bifunctional protein-like"
"464","crg:105340606","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111135764"," importin subunit alpha-2-like"
"465","crg:105340722","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111122065"," exportin-2-like"
"466","crg:105340881","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111123383"," transmembrane protein 33-like"
"467","crg:105340881","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111122597"," transmembrane protein 33-like"
"468","crg:105342267","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111131013"," THO complex subunit 7 homolog"
"469","crg:105342784","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111133565"," protein SEC13 homolog"
"470","crg:105342784","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111106364"," protein SEC13 homolog"
"471","crg:105343646","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111125546"," nuclear pore complex protein Nup54-like"
"472","crg:105344637","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111136554"," nucleoporin NUP53-like"
"473","crg:105345158","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111125832"," protein CASC3-like"
"474","crg:105345158","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111123630"," protein CASC3-like"
"475","crg:105345288","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111137601"," protein ELYS-like"
"476","crg:105345317","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111137005"," 6-phosphogluconate dehydrogenase, decarboxylating-like"
"477","crg:105345320","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111129825"," exportin-1-like"
"478","crg:105346252","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111099524"," nuclear pore complex protein Nup107-like"
"479","crg:105346647","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111136185"," importin-5-like"
"480","crg:105346723","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111138479"," THO complex subunit 6 homolog"
"481","crg:105347350","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111121980"," nuclear pore complex protein Nup85-like"
"482","crg:105347373","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111107607"," nucleoporin-like protein 2"
"483","crg:105347624","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111110088"," exportin-T-like"
"484","crg:105347624","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111110572"," exportin-T-like"
"485","crg:105347719","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111131227"," phosphorylated adapter RNA export protein-like"
"486","crg:105347719","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111131449"," phosphorylated adapter RNA export protein-like"
"487","crg:105347897","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111131105"," importin-11-like"
"488","crg:105348082","Day 0","turquoise","crg00030",1.64,0.63,"Pentose phosphate pathway","LOC111118006"," phosphoglucomutase-1-like"
"489","crg:105348482","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111120993"," nuclear pore complex protein Nup155-like"
"490","crg:105348755","Day 0","turquoise","crg03013",1.93,0.63,"Nucleocytoplasmic transport","LOC111134475"," RNA-binding protein 8A-like"
"491","crg:105317497","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111127323"," dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial-like"
"492","crg:105318496","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111119284"," acetyl-coenzyme A synthetase, cytoplasmic-like"
"493","crg:105318570","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111128695"," acylphosphatase-1-like"
"494","crg:105320391","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111130667"," fumarate hydratase, mitochondrial-like"
"495","crg:105322330","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111132960"," fumarate hydratase class I, aerobic-like"
"496","crg:105326107","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111135400"," phosphoenolpyruvate carboxykinase [GTP]-like"
"497","crg:105326193","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111112920"," 4-trimethylaminobutyraldehyde dehydrogenase-like"
"498","crg:105326193","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111115614"," 4-trimethylaminobutyraldehyde dehydrogenase-like"
"499","crg:105326362","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111128990"," pyruvate carboxylase, mitochondrial-like"
"500","crg:105326362","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111128687"," pyruvate carboxylase, mitochondrial-like"
"501","crg:105328485","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111129260"," acylphosphatase-1-like"
"502","crg:105331349","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111099658"," pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like"
"503","crg:105331349","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111099655"," probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial"
"504","crg:105331349","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111099657"," pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like"
"505","crg:105331942","Day 0","turquoise","crg00620",2.47,0.58,"Pyruvate metabolism","LOC111113116"," hydroxyacylglutathione hydrolase, mitochondrial-like"
