,Day,moduleColor,ontology,GO_term,GO_ID,Transcript_ID,Protein_name
4102,Day1,blue,MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765,LOC111113141, farnesyl pyrophosphate synthase-like
4104,Day1,blue,MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765,LOC111106298, glutathione S-transferase Mu 3-like
4105,Day1,blue,MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765,LOC111104156, glutathione S-transferase P 1-like
4107,Day1,blue,MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765,LOC111136310, glutathione S-transferase omega-1-like
4108,Day1,blue,MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765,LOC111126157, porphobilinogen deaminase-like
4109,Day1,blue,MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765,LOC111128279, protein prenyltransferase alpha subunit repeat-containing protein 1-like
4111,Day1,blue,MF,unfolded protein binding,GO:0051082,LOC111127231, T-complex protein 1 subunit alpha-like
4112,Day1,blue,MF,unfolded protein binding,GO:0051082,LOC111099484, T-complex protein 1 subunit beta-like
4113,Day1,blue,MF,unfolded protein binding,GO:0051082,LOC111131740, T-complex protein 1 subunit gamma-like
4114,Day1,blue,MF,unfolded protein binding,GO:0051082,LOC111120649, prefoldin subunit 1-like
4115,Day1,blue,MF,unfolded protein binding,GO:0051082,LOC111123698, prefoldin subunit 2-like
4116,Day1,blue,MF,unfolded protein binding,GO:0051082,LOC111126088, prefoldin subunit 6-like
4117,Day1,blue,MF,unfolded protein binding,GO:0051082,LOC111106318, protein UXT-like
4118,Day1,blue,MF,unfolded protein binding,GO:0051082,LOC111100668," stress-70 protein, mitochondrial-like"
4119,Day1,brown,BP,biological_process,GO:0008150,LOC111128304, 26S proteasome non-ATPase regulatory subunit 8-like
4120,Day1,brown,BP,biological_process,GO:0008150,LOC111119443, ER lumen protein-retaining receptor 2
4122,Day1,brown,BP,biological_process,GO:0008150,LOC111105449, UPF0769 protein C21orf59 homolog
4123,Day1,brown,BP,biological_process,GO:0008150,LOC111132068, beta-ureidopropionase-like
4125,Day1,brown,BP,biological_process,GO:0008150,LOC111130568, chromosome-associated kinesin KIF4-like
4126,Day1,brown,BP,biological_process,GO:0008150,LOC111118970, coiled-coil domain-containing protein 78-like
4128,Day1,brown,BP,biological_process,GO:0008150,LOC111114730, collagen alpha-1(VII) chain-like
4130,Day1,brown,BP,biological_process,GO:0008150,LOC111126828, cytoplasmic dynein 1 intermediate chain 2-like
4156,Day1,brown,BP,biological_process,GO:0008150,LOC111119533, disabled homolog 1-like
4160,Day1,brown,BP,biological_process,GO:0008150,LOC111123126, disks large-associated protein 4-like
4164,Day1,brown,BP,biological_process,GO:0008150,LOC111129396," dynein assembly factor 4, axonemal-like"
4165,Day1,brown,BP,biological_process,GO:0008150,LOC111120585," dynein beta chain, ciliary-like"
4166,Day1,brown,BP,biological_process,GO:0008150,LOC111122795," dynein beta chain, flagellar outer arm-like"
4172,Day1,brown,BP,biological_process,GO:0008150,LOC111101813," dynein gamma chain, flagellar outer arm-like"
4173,Day1,brown,BP,biological_process,GO:0008150,LOC111101424," dynein gamma chain, flagellar outer arm-like"
4176,Day1,brown,BP,biological_process,GO:0008150,LOC111103560," dynein heavy chain 1, axonemal-like"
4184,Day1,brown,BP,biological_process,GO:0008150,LOC111134888," dynein heavy chain 10, axonemal-like"
4190,Day1,brown,BP,biological_process,GO:0008150,LOC111109885," dynein heavy chain 12, axonemal-like"
4196,Day1,brown,BP,biological_process,GO:0008150,LOC111138063," dynein heavy chain 2, axonemal-like"
4198,Day1,brown,BP,biological_process,GO:0008150,LOC111120967," dynein heavy chain 3, axonemal-like"
4199,Day1,brown,BP,biological_process,GO:0008150,LOC111107250," dynein heavy chain 3, axonemal-like"
4221,Day1,brown,BP,biological_process,GO:0008150,LOC111104160," dynein heavy chain 5, axonemal-like"
4223,Day1,brown,BP,biological_process,GO:0008150,LOC111134843," dynein heavy chain 5, axonemal-like"
4234,Day1,brown,BP,biological_process,GO:0008150,LOC111124938," dynein heavy chain 7, axonemal-like"
4243,Day1,brown,BP,biological_process,GO:0008150,LOC111113447, dynein heavy chain domain-containing protein 1-like
4247,Day1,brown,BP,biological_process,GO:0008150,LOC111118045," dynein light chain 4, axonemal-like"
4248,Day1,brown,BP,biological_process,GO:0008150,LOC111119697, extracellular matrix protein FRAS1-like
4249,Day1,brown,BP,biological_process,GO:0008150,LOC111101736, fibrillin-2-like
4256,Day1,brown,BP,biological_process,GO:0008150,LOC111106558, fibropellin-1-like
4258,Day1,brown,BP,biological_process,GO:0008150,LOC111136476, fibropellin-1-like
4259,Day1,brown,BP,biological_process,GO:0008150,LOC111122293, glucosidase 2 subunit beta-like
4262,Day1,brown,BP,biological_process,GO:0008150,LOC111112439, kinesin heavy chain-like
4263,Day1,brown,BP,biological_process,GO:0008150,LOC111128085, kinesin light chain-like
4276,Day1,brown,BP,biological_process,GO:0008150,LOC111133229, kinesin-like protein KIF12
4291,Day1,brown,BP,biological_process,GO:0008150,LOC111130940, kinesin-like protein KIF16B
4296,Day1,brown,BP,biological_process,GO:0008150,LOC111099548, kinesin-like protein KIF17
4297,Day1,brown,BP,biological_process,GO:0008150,LOC111112131, kinesin-like protein KIF21A
4312,Day1,brown,BP,biological_process,GO:0008150,LOC111108234, kinesin-like protein KIF28P
4313,Day1,brown,BP,biological_process,GO:0008150,LOC111129985, kinesin-like protein KIF28P
4315,Day1,brown,BP,biological_process,GO:0008150,LOC111134572, kinesin-like protein KIF28P
4322,Day1,brown,BP,biological_process,GO:0008150,LOC111108659, kinesin-like protein KIF28P
4334,Day1,brown,BP,biological_process,GO:0008150,LOC111121055, kinesin-like protein KIF2A
4335,Day1,brown,BP,biological_process,GO:0008150,LOC111126134, kinesin-like protein KIF3A
4337,Day1,brown,BP,biological_process,GO:0008150,LOC111136397, kinesin-like protein KIF6
4338,Day1,brown,BP,biological_process,GO:0008150,LOC111129880, kinesin-like protein KIF6
4339,Day1,brown,BP,biological_process,GO:0008150,LOC111122805, kinesin-like protein KIF9
4342,Day1,brown,BP,biological_process,GO:0008150,LOC111107851, kinesin-like protein KIN-14E
4345,Day1,brown,BP,biological_process,GO:0008150,LOC111133144, kinesin-like protein unc-104
4361,Day1,brown,BP,biological_process,GO:0008150,LOC111134625, liprin-alpha-1-like
4369,Day1,brown,BP,biological_process,GO:0008150,LOC111131843, lysosomal-trafficking regulator-like
4374,Day1,brown,BP,biological_process,GO:0008150,LOC111120529, meiosis regulator and mRNA stability factor 1-like
4375,Day1,brown,BP,biological_process,GO:0008150,LOC111107254, neurogenic locus notch homolog protein 1-like
4376,Day1,brown,BP,biological_process,GO:0008150,LOC111119382, nipped-B-like protein
4377,Day1,brown,BP,biological_process,GO:0008150,LOC111117608, peroxisomal membrane protein 11C-like
4378,Day1,brown,BP,biological_process,GO:0008150,LOC111132317, prostamide/prostaglandin F synthase-like
4379,Day1,brown,BP,biological_process,GO:0008150,LOC111113502, protein PIF-like
4380,Day1,brown,BP,biological_process,GO:0008150,LOC111127542, protein maelstrom homolog
4382,Day1,brown,BP,biological_process,GO:0008150,LOC111129124, protein phosphatase 1 regulatory subunit 36-like
4385,Day1,brown,BP,biological_process,GO:0008150,LOC111130232, rab3 GTPase-activating protein non-catalytic subunit-like
4387,Day1,brown,BP,biological_process,GO:0008150,LOC111108266, redox-regulatory protein FAM213A-like
4389,Day1,brown,BP,biological_process,GO:0008150,LOC111107443, sarcolemmal membrane-associated protein-like
4400,Day1,brown,BP,biological_process,GO:0008150,LOC111099614, translation initiation factor eIF-2B subunit delta-like
4402,Day1,brown,BP,biological_process,GO:0008150,LOC111123746, tubulin beta chain-like
4403,Day1,brown,BP,biological_process,GO:0008150,LOC111136151, tubulin delta chain-like
4405,Day1,brown,BP,biological_process,GO:0008150,LOC111130498, uncharacterized
4406,Day1,brown,BP,biological_process,GO:0008150,LOC111129277, uncharacterized
4407,Day1,brown,BP,biological_process,GO:0008150,LOC111129343, uncharacterized
4410,Day1,brown,BP,biological_process,GO:0008150,LOC111111571, uncharacterized
4412,Day1,brown,BP,biological_process,GO:0008150,LOC111099545, uncharacterized
4413,Day1,brown,BP,biological_process,GO:0008150,LOC111124392, uncharacterized
4416,Day1,brown,BP,biological_process,GO:0008150,LOC111106155, uncharacterized
4422,Day1,brown,BP,biological_process,GO:0008150,LOC111106396, uncharacterized
4426,Day1,brown,BP,biological_process,GO:0008150,LOC111124069, uncharacterized
4427,Day1,brown,BP,biological_process,GO:0008150,LOC111117805, uncharacterized
4429,Day1,brown,BP,biological_process,GO:0008150,LOC111109712, uncharacterized
4432,Day1,brown,BP,biological_process,GO:0008150,LOC111123645, uncharacterized
4433,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111110831," 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase-like"
4434,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111109725," 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase-like"
4435,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111128327, 3-hydroxy-3-methylglutaryl-coenzyme A reductase-like
4436,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111133858," 3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial-like"
4437,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111103017, 5'-nucleotidase-like
4438,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111136304, CCAAT/enhancer-binding protein beta-like
4439,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111104518, CCR4-NOT transcription complex subunit 2-like
4445,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111122313, CCR4-NOT transcription complex subunit 3-like
4447,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111118137," CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial-like"
4450,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111123211, CREB-binding protein-like
4451,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111125572, CTD small phosphatase-like protein
4452,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135541, D-glucuronyl C5-epimerase-like
4460,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111138126, DNA ligase 3-like
4461,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111112959, DNA polymerase delta catalytic subunit-like
4462,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111122245, DNA primase large subunit-like
4463,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111119625, DNA-binding protein RFX2-like
4464,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111102974," DNA-directed RNA polymerases I, II, and III subunit RPABC1"
4465,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111120662, E3 ubiquitin-protein ligase ZNF598-like
4466,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111113042, ETS homologous factor-like
4473,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111122589, ETV5-related protein Ets96B-like
4475,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111127871, GTP cyclohydrolase 1-like
4476,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135140, MDS1 and EVI1 complex locus protein EVI1-like
4480,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111122042," NAD kinase 2, mitochondrial-like"
4481,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111112565," NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial-like"
4483,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111129399, NFX1-type zinc finger-containing protein 1-like
4484,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111100363, NFX1-type zinc finger-containing protein 1-like
4485,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111108352, PHD finger protein 3-like
4486,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111137811, PR domain zinc finger protein 16-like
4489,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111108354, RING1 and YY1-binding protein-like
4490,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111127266, RNA polymerase-associated protein LEO1-like
4491,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111134318, T-box transcription factor TBX2-B-like
4492,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111134319, T-box transcription factor TBX2-like
4497,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111129069, TNF receptor-associated factor 3-like
4500,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111129814, TNF receptor-associated factor 3-like
4502,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111133674," UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2-like"
4503,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111102146, UDP-glucose:glycoprotein glucosyltransferase 1-like
4504,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111118263, UMP-CMP kinase-like
4505,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111100523, acetyl-CoA carboxylase-like
4518,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111119960, activating transcription factor of chaperone-like
4519,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111133624, adenine phosphoribosyltransferase-like
4520,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111119627," adenylate kinase 2, mitochondrial-like"
4521,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111138184, alanine aminotransferase 1-like
4522,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111134828," alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase-like"
4527,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111136961, aspartate aminotransferase-like
4528,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111120350, atrial natriuretic peptide receptor 1-like
4529,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111129010, bacitracin synthase 3-like
4531,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111125669," beta-1,3-galactosyltransferase 1-like"
4532,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111101423," beta-1,3-galactosyltransferase 1-like"
4533,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111125081," beta-1,3-galactosyltransferase 1-like"
4537,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111122660," beta-1,3-galactosyltransferase 1-like"
4538,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111115600," beta-1,3-galactosyltransferase 5-like"
4539,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111109970, betaine--homocysteine S-methyltransferase 1-like
4540,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111122078," bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial-like"
4541,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111105474, brachyury protein-like
4542,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111115338, cAMP-responsive element modulator-like
4546,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111136471, cell division control protein 45 homolog
4547,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111099557, choline/ethanolamine kinase-like
4549,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111100381, choline/ethanolaminephosphotransferase 1-like
4550,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111100957, cyclic AMP-dependent transcription factor ATF-7-like
4551,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111103513, cyclic AMP-responsive element-binding protein 3-like protein 1
4553,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111114853, cyclin-H-like
4556,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111136399," delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial-like"
4557,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111136221, delta-1-pyrroline-5-carboxylate synthase-like
4562,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111132780, delta-1-pyrroline-5-carboxylate synthase-like
4563,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111118381, deoxyhypusine hydroxylase-like
4564,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111133348, diphosphomevalonate decarboxylase-like
4567,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111108423, dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1-like
4568,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111103552, dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2-like
4570,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111121080," doublesex and mab-3 related transcription factor 3, truncated-like"
4571,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111118485, ecdysone-induced protein 75B-like
4572,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111123084, ecdysone-induced protein 78C-like
4573,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111121836, eomesodermin-like
4574,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111123127, far upstream element-binding protein 1-like
4577,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111134963, fatty acid 2-hydroxylase-like
4579,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111121973, forkhead box protein J1-B-like
4580,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111100287, forkhead box protein O-like
4581,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111131303, fos-related antigen 2-like
4582,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135106, fructose-bisphosphate aldolase-like
4584,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111134834, galactoside 2-alpha-L-fucosyltransferase 2-like
4585,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111134347, galactoside 2-alpha-L-fucosyltransferase 2-like
4586,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111120678, galactoside 2-alpha-L-fucosyltransferase 2-like
4597,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111132349, galactoside 3(4)-L-fucosyltransferase-like
4599,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111119115, geranylgeranyl pyrophosphate synthase-like
4602,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111136543, glucose-6-phosphate isomerase-like
4603,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111122753, glutamate--cysteine ligase regulatory subunit-like
4604,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111126492, glutamine synthetase-like
4605,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111099650, glycoprotein 3-alpha-L-fucosyltransferase A-like
4607,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111112624, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like
4612,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111127151, guanylate cyclase soluble subunit beta-1-like
4613,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135254, heat shock factor protein-like
4614,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111120479, helicase with zinc finger domain 2-like
4617,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111120123, helicase with zinc finger domain 2-like
4619,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111121547, helicase with zinc finger domain 2-like
4620,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111136606, hematopoietically-expressed homeobox protein HHEX homolog
4621,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111100475, hexokinase-2-like
4625,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111121690, histone H4
4626,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111122025, homeobox even-skipped homolog protein 1-like
4627,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111120900, homeobox protein DBX1-A-like
4628,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111101203, homeobox protein HMX3-B-like
4629,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111126197, homeobox protein PKNOX2-like
4632,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111109706, homeobox protein engrailed-1-B-like
4633,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111131628, homeobox protein goosecoid-like
4634,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111101275, homeobox protein not2-like
4635,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111107099, inosine-5'-monophosphate dehydrogenase 1-like
4640,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111125100, inositol-trisphosphate 3-kinase homolog
4641,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111130009, insulin gene enhancer protein isl-1-like
4644,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111118091, interferon regulatory factor 1-like
4645,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111136977, iroquois-class homeodomain protein irx-2-like
4646,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111123241, kynurenine--oxoglutarate transaminase 3-like
4658,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111105314, lambda-crystallin homolog
4659,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111127563, lathosterol oxidase-like
4660,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111109649, lysine-specific histone demethylase 1A-like
4664,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111137585, macrophage erythroblast attacher-like
4665,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111126412, male-specific lethal 3 homolog
4668,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111124900, mannose-1-phosphate guanyltransferase alpha-A-like
4672,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111109888, mannose-1-phosphate guanyltransferase beta-like
4673,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111133304, mannose-6-phosphate isomerase-like
4674,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111112210, mediator of RNA polymerase II transcription subunit 1-like
4676,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111100165, mediator of RNA polymerase II transcription subunit 12-like protein
4680,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111101069, mediator of RNA polymerase II transcription subunit 14-like
4682,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135165, mediator of RNA polymerase II transcription subunit 15-like
4683,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111133772, mediator of RNA polymerase II transcription subunit 19-like
4684,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111133969, mediator of RNA polymerase II transcription subunit 31-A-like
4685,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111123965, mediator of RNA polymerase II transcription subunit 7-like
4688,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111128754, metastasis-associated protein MTA3-like
4690,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111121143, methylthioribose kinase-like
4691,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111100699, methylthioribulose-1-phosphate dehydratase-like
4692,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111112940, mothers against decapentaplegic homolog 3-like
4695,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111117024, mothers against decapentaplegic homolog 4-like
4698,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111125267, motor neuron and pancreas homeobox protein 1-like
4699,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111109680, nicotinamide phosphoribosyltransferase-like
4700,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111134404, nicotinate phosphoribosyltransferase-like
4702,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111134508," nitric oxide synthase, brain-like"
4711,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111118959, nuclear factor 1 X-type-like
4712,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111130344, nuclear factor erythroid 2-related factor 2-like
4714,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111133851, nuclear hormone receptor HR96-like
4717,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135284, nuclear hormone receptor HR96-like
4725,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111129823, nuclear receptor ROR-beta-like
4734,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135015, nuclear receptor coactivator 2-like
4742,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111114451, nuclear receptor subfamily 1 group D member 2-like
4745,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111104167, origin recognition complex subunit 3-like
4746,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111121057, paired amphipathic helix protein Sin3a-like
4747,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111126527, pancreas/duodenum homeobox protein 1-like
4753,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111122043," phosphatidate cytidylyltransferase, photoreceptor-specific-like"
4754,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111136158, phosphatidylinositol N-acetylglucosaminyltransferase subunit A-like
4756,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111134713," phosphoenolpyruvate carboxykinase, cytosolic [GTP]-like"
4757,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111103356, phospholipase D1-like
4764,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111121146, phosphoribosyl pyrophosphate synthase-associated protein 2-like
4765,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135399," phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform-like"
4767,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111121343, pituitary homeobox x-like
4769,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111116164, porphobilinogen deaminase-like
4770,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135840, probable delta-1-pyrroline-5-carboxylate synthase
4771,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111130098," probable diaminopimelate decarboxylase, chloroplastic"
4774,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111100351, probable phosphoglycerate mutase
4775,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111129264, prospero homeobox protein 1-like
4776,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111130564, protein AF-9-like
4777,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111105859, protein HEXIM-like
4778,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111136239, protein HIRA-like
4779,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111109576," protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1-like"
4780,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111127037, protein O-mannosyl-transferase 1-like
4781,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111122145, protein kinase C-binding protein 1-like
4790,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111125710, protein split ends-like
4792,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111134305, protein strawberry notch homolog 1-like
4793,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111131718, proto-oncogene c-Fos-like
4797,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111117954," protoheme IX farnesyltransferase, mitochondrial-like"
4798,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111105636, pyridoxal kinase-like
4801,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111131355, replication factor C subunit 1-like
4802,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111101110, retinoblastoma-associated protein-like
4805,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111127137, retinoic acid receptor alpha-like
4807,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111135570, retinoic acid receptor alpha-like
4809,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111124500, ribonucleoside-diphosphate reductase large subunit-like
4810,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111105324, runt-related transcription factor 1-like
4816,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111114229," serine hydroxymethyltransferase, mitochondrial-like"
4817,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111103667, serine palmitoyltransferase 1-like
4818,Day1,brown,BP,biosynthetic process,GO:0009058,LOC111130121, serine palmitoyltransferase 2-like
