"","Cgigas_KEGGID","time_point","module","KEGGID_pathway","Log_pvalue_adj","Rich_factor","Description","Cvirginica_GeneID","Cvirginica_Protein_name"
"202","crg:105320700","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111115682"," autophagy-related protein 9A-like"
"203","crg:105320700","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111114705"," autophagy-related protein 9A-like"
"204","crg:105321000","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111124616"," next to BRCA1 gene 1 protein-like"
"205","crg:105321000","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111124322"," uncharacterized"
"206","crg:105321193","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111133771"," tax1-binding protein 1 homolog"
"207","crg:105321193","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111116630"," tax1-binding protein 1 homolog"
"208","crg:105325397","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111112220"," ras-related protein M-Ras-like"
"209","crg:105325397","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111113268"," ras-related protein M-Ras-like"
"210","crg:105325397","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111112222"," uncharacterized"
"211","crg:105329658","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111133262"," E3 ubiquitin-protein ligase AMFR-like"
"212","crg:105329658","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111133263"," E3 ubiquitin-protein ligase AMFR-like"
"213","crg:105329824","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111125798"," beclin-1-like"
"214","crg:105329824","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111127325"," beclin-1-like"
"215","crg:105331926","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111134873"," gamma-aminobutyric acid receptor-associated protein-like 2"
"216","crg:105332371","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111125920"," TNF receptor-associated factor 2-like"
"217","crg:105335025","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111130707"," anti-apoptotic protein NR13-like"
"218","crg:105335025","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111131320"," anti-apoptotic protein NR13-like"
"219","crg:105338002","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111112700"," ubiquitin carboxyl-terminal hydrolase 8-like"
"220","crg:105340300","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111118909"," E3 ubiquitin-protein ligase SMURF2-like"
"221","crg:105340989","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111134642"," BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like"
"222","crg:105341654","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111120138"," transcription factor AP-1-like"
"223","crg:105342014","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111136265"," GTPase HRas"
"224","crg:105342338","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111107924"," microphthalmia-associated transcription factor-like"
"225","crg:105342338","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111107401"," microphthalmia-associated transcription factor-like"
"226","crg:105342525","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111109652"," probable E3 ubiquitin-protein ligase ARI9"
"227","crg:105343010","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111128831"," hypoxia-inducible factor 1-alpha-like"
"228","crg:105343202","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111103945"," TBC1 domain family member 15-like"
"229","crg:105343410","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111130358"," E3 ubiquitin-protein ligase arih1-like"
"230","crg:105344588","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111135701"," eukaryotic translation initiation factor 2-alpha kinase 3-like"
"231","crg:105345634","Day 0","blue","crg04137",3.24,0.34,"Mitophagy - animal","LOC111127007"," sequestosome-1-like"
"232","crg:105318344","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111128605"," uncharacterized"
"233","crg:105318607","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111125223"," TGF-beta receptor type-1-like"
"234","crg:105319304","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111134242"," beta-adrenergic receptor kinase 2-like"
"235","crg:105320076","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111102907"," charged multivesicular body protein 2a-like"
"236","crg:105320076","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111104852"," charged multivesicular body protein 2a-like"
"237","crg:105321025","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111120783"," charged multivesicular body protein 5-like"
"238","crg:105321057","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111124953"," phosphatidylinositol 4-phosphate 5-kinase-like protein 1"
"239","crg:105321057","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111124952"," phosphatidylinositol 4-phosphate 5-kinase-like protein 1"
"240","crg:105321105","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111135719"," ras-like GTP-binding protein rhoA"
"241","crg:105321861","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111136878"," charged multivesicular body protein 1a-like"
"242","crg:105321861","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111130368"," charged multivesicular body protein 1a-like"
"243","crg:105322237","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111137816"," vacuolar segregation protein PEP7-like"
"244","crg:105323265","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111121437"," STAM-binding protein-like"
"245","crg:105323265","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111121253"," STAM-binding protein-like"
"246","crg:105323313","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111121833"," ADP-ribosylation factor 5-like"
"247","crg:105323313","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111118205"," ADP-ribosylation factor 1-like"
"248","crg:105323313","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111118264"," ADP-ribosylation factor-like"
"249","crg:105324517","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111135594"," G protein-coupled receptor kinase 5-like"
"250","crg:105325532","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111109850"," caveolin-1-like"
"251","crg:105325532","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111110460"," caveolin-1-like"
"252","crg:105325532","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111115448"," caveolin-1-like"
"253","crg:105325532","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111110461"," caveolin-1-like"
"254","crg:105325532","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111131429"," caveolin-1-like"
"255","crg:105325532","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111110759"," caveolin-1-like"
"256","crg:105325544","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111111648"," vacuolar protein sorting-associated protein 4-like"
"257","crg:105325897","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111104835"," arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1-like"
"258","crg:105326340","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111133388"," signal transducing adapter molecule 2-like"
"259","crg:105327432","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111105923"," WASH complex subunit 1-like"
"260","crg:105327432","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111110660"," WASH complex subunit 1-like"
"261","crg:105327949","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111125308"," uncharacterized"
"262","crg:105327960","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111118964"," zinc finger FYVE domain-containing protein 16-like"
"263","crg:105328477","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111130536"," rac-like GTP-binding protein ARAC3"
"264","crg:105328967","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111115795"," partitioning defective 3 homolog"
"265","crg:105330661","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111124833"," uncharacterized"
"266","crg:105330715","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111103354"," charged multivesicular body protein 1b-like"
"267","crg:105330715","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111103630"," charged multivesicular body protein 1b-like"
"268","crg:105332782","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111135677"," beta-arrestin-1-like"
"269","crg:105332783","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111134676"," beta-arrestin-1-like"
"270","crg:105333107","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111127933"," cell division control protein 42 homolog"
"271","crg:105333773","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111099617"," charged multivesicular body protein 2b-like"
"272","crg:105333773","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111099900"," charged multivesicular body protein 2b-like"
"273","crg:105334470","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111135176"," arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2-like"
"274","crg:105334479","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111134328"," protein kinase C iota type-like"
"275","crg:105334621","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111120603"," cytohesin-1-like"
"276","crg:105336965","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111119533"," disabled homolog 1-like"
"277","crg:105337075","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111124036"," arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2-like"
"278","crg:105337934","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111125974"," vacuolar protein sorting-associated protein 37A-like"
"279","crg:105337984","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111112841"," mothers against decapentaplegic homolog 3-like"
"280","crg:105337984","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111112940"," mothers against decapentaplegic homolog 3-like"
"281","crg:105337984","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111113533"," mothers against decapentaplegic homolog 2-like"
"282","crg:105337984","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111113532"," mothers against decapentaplegic homolog 3-like"
"283","crg:105337984","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111113534"," mothers against decapentaplegic homolog 2-like"
"284","crg:105337984","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111113528"," mothers against decapentaplegic homolog 3-like"
"285","crg:105338002","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111112700"," ubiquitin carboxyl-terminal hydrolase 8-like"
"286","crg:105338738","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111107174"," rabenosyn-5-like"
"287","crg:105339370","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111108994"," IQ motif and SEC7 domain-containing protein 1-like"
"288","crg:105339370","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111108997"," IQ motif and SEC7 domain-containing protein 1-like"
"289","crg:105340300","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111118909"," E3 ubiquitin-protein ligase SMURF2-like"
"290","crg:105341030","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111125352"," spartin-like"
"291","crg:105341616","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111130783"," GTP-binding protein YPTC1-like"
"292","crg:105342004","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111119457"," Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1-like"
"293","crg:105342151","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111123210"," arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1-like"
"294","crg:105342245","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111133563"," rab GTPase-binding effector protein 1-like"
"295","crg:105342245","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111134821"," rab GTPase-binding effector protein 1-like"
"296","crg:105342944","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111131471"," caveolin-1-like"
"297","crg:105343449","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111101876"," NEDD4-like E3 ubiquitin-protein ligase WWP1"
"298","crg:105343449","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111135190"," E3 ubiquitin-protein ligase Su(dx)-like"
"299","crg:105343894","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111131059"," ADP-ribosylation factor-like protein 11"
"300","crg:105345128","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111110793"," WAS/WASL-interacting protein family member 1-like"
"301","crg:105346975","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111120513"," rab11 family-interacting protein 4B-like"
"302","crg:105346975","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111120184"," rab11 family-interacting protein 4B-like"
"303","crg:105347010","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111133356"," vacuolar protein sorting-associated protein 37B-like"
"304","crg:105347197","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111119514"," epsin-2-like"
"305","crg:105347197","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111118830"," epsin-2-like"
"306","crg:105347356","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111122220"," RUN and FYVE domain-containing protein 2-like"
"307","crg:105347459","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111119369"," ras-related protein Rab-10-like"
"308","crg:105347459","Day 0","blue","crg04144",3.61,0.28,"Endocytosis","LOC111118549"," ras-related protein Rab-10-like"
"309","crg:105318712","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111137626"," uncharacterized"
"310","crg:105318712","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111133452"," 39S ribosomal protein L10, mitochondrial-like"
"311","crg:105318789","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111125240"," 40S ribosomal protein S26-like"
"312","crg:105319364","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111130039"," 60S acidic ribosomal protein P0-like"
"313","crg:105319364","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111116477"," 60S acidic ribosomal protein P0-like"
"314","crg:105319797","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111118983"," 40S ribosomal protein S7-like"
"315","crg:105319797","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111121848"," 40S ribosomal protein S7-like"
"316","crg:105321548","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111124252"," uncharacterized"
"317","crg:105321548","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111124261"," uncharacterized"
"318","crg:105324356","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111126128"," 40S ribosomal protein S3a-like"
"319","crg:105325786","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111120981"," 39S ribosomal protein L27, mitochondrial-like"
"320","crg:105328963","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111120619"," probable 60S ribosomal protein L37-A"
"321","crg:105330130","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111130094"," 60S ribosomal protein L4-like"
"322","crg:105331157","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111118348"," 40S ribosomal protein S15Aa"
"323","crg:105332191","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111119040"," 40S ribosomal protein S2"
"324","crg:105332191","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111120976"," 40S ribosomal protein S2"
"325","crg:105332495","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111104388"," 40S ribosomal protein S4-like"
"326","crg:105332495","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111102380"," 40S ribosomal protein S4-like"
"327","crg:105333469","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111101860"," 60S ribosomal protein L35a-like"
"328","crg:105337115","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111101507"," 60S ribosomal protein L32-like"
"329","crg:105337746","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111135849"," 60S ribosomal protein L13-like"
"330","crg:105338614","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111127437"," 60S ribosomal protein L35-like"
"331","crg:105339104","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111123867"," 40S ribosomal protein S25-like"
"332","crg:105340032","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111135077"," 40S ribosomal protein S8-like"
"333","crg:105340582","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111118510"," 40S ribosomal protein S20"
"334","crg:105342397","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111131216"," ubiquitin-40S ribosomal protein S27a"
"335","crg:105344646","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111134500"," 60S ribosomal protein L7-like"
"336","crg:105346731","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111132903"," 60S ribosomal protein L23a-like"
"337","crg:105347733","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111111438"," 60S ribosomal protein L27"
"338","crg:105347800","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111126281"," 40S ribosomal protein S18"
"339","crg:105347828","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111125548"," 40S ribosomal protein S5"
"340","crg:105348430","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111107317"," 40S ribosomal protein S23"
"341","crg:105348430","Day 0","brown","crg03010",12.4,0.22,"Ribosome","LOC111106468"," 40S ribosomal protein S23"
"342","crg:105318065","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111136731"," cation-dependent mannose-6-phosphate receptor-like"
"343","crg:105320698","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111125083"," ganglioside GM2 activator-like"
"344","crg:105331753","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111113026"," cathepsin L1-like"
"345","crg:105332562","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111119211"," N-acetylglucosamine-1-phosphotransferase subunit gamma-like"
"346","crg:105332780","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111135681"," lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog"
"347","crg:105335715","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111125975"," deoxyribonuclease-2-alpha-like"
"348","crg:105338718","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111134525"," lysosome-associated membrane glycoprotein 1-like"
"349","crg:105339566","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111107171"," dipeptidyl peptidase 1-like"
"350","crg:105339958","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111100622"," cation-independent mannose-6-phosphate receptor-like"
"351","crg:105339958","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111100629"," cation-independent mannose-6-phosphate receptor-like"
"352","crg:105340328","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111121311"," lipopolysaccharide-induced tumor necrosis factor-alpha factor-like"
"353","crg:105340328","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111099109"," lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog"
"354","crg:105340328","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111121104"," lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog"
"355","crg:105340328","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111135680"," cell death-inducing p53-target protein 1 homolog"
"356","crg:105341749","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111126700"," arylsulfatase B-like"
"357","crg:105341749","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111123113"," arylsulfatase B-like"
"358","crg:105342067","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111122369"," tartrate-resistant acid phosphatase type 5-like"
"359","crg:105346019","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111126484"," uncharacterized"
"360","crg:105346019","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111126070"," uncharacterized"
"361","crg:105348455","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111127514"," beta-hexosaminidase subunit alpha-like"
"362","crg:105349073","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111128443"," arylsulfatase B-like"
"363","crg:105349073","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111126258"," arylsulfatase B-like"
"364","crg:105349073","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111126259"," arylsulfatase B-like"
"365","crg:105349073","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111128025"," arylsulfatase B-like"
"366","crg:105349075","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111127911"," dmX-like protein 2"
"367","crg:105349075","Day 0","brown","crg04142",2.69,0.097,"Lysosome","LOC111128029"," dmX-like protein 2"
"368","crg:105317497","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111127323"," dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial-like"
"369","crg:105319941","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111101152"," succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial-like"
"370","crg:105320391","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111130667"," fumarate hydratase, mitochondrial-like"
"371","crg:105322330","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111132960"," fumarate hydratase class I, aerobic-like"
"372","crg:105326107","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111135400"," phosphoenolpyruvate carboxykinase [GTP]-like"
"373","crg:105326324","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111101642"," succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial-like"
"374","crg:105326362","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111128990"," pyruvate carboxylase, mitochondrial-like"
"375","crg:105326362","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111128687"," pyruvate carboxylase, mitochondrial-like"
"376","crg:105326646","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111131515"," isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial-like"
"377","crg:105326646","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111128143"," isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial-like"
"378","crg:105328773","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111105925"," succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial-like"
"379","crg:105328773","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111105866"," succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial-like"
"380","crg:105328869","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111111213"," citrate synthase, mitochondrial-like"
"381","crg:105330227","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111101916"," isocitrate dehydrogenase [NADP] cytoplasmic-like"
"382","crg:105331349","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111099655"," probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial"
"383","crg:105331349","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111099657"," pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like"
"384","crg:105331349","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111099658"," pyruvate dehydrogenase E1 component subunit alpha, mitochondrial-like"
"385","crg:105332143","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111127095"," succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like"
"386","crg:105333137","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111136621"," malate dehydrogenase, mitochondrial-like"
"387","crg:105334026","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111118600"," 2-oxoglutarate dehydrogenase, mitochondrial-like"
"388","crg:105334926","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111125610"," isocitrate dehydrogenase [NAD] subunit beta, mitochondrial-like"
"389","crg:105334926","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111123350"," isocitrate dehydrogenase [NAD] subunit beta, mitochondrial-like"
"390","crg:105335901","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111103886"," ATP-citrate synthase-like"
"391","crg:105338659","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111132318"," putative succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial"
"392","crg:105338756","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111107273"," pyruvate dehydrogenase E1 component subunit beta, mitochondrial-like"
"393","crg:105339502","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111108359"," dihydrolipoyl dehydrogenase, mitochondrial-like"
"394","crg:105339502","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111109254"," dihydrolipoyl dehydrogenase, mitochondrial-like"
"395","crg:105343391","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111103250"," isocitrate dehydrogenase [NADP], mitochondrial-like"
"396","crg:105343888","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111129934"," malate dehydrogenase, cytoplasmic-like"
"397","crg:105345932","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111131212"," dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial-like"
"398","crg:105349203","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111110280"," isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like"
"399","crg:105349203","Day 0","turquoise","crg00020",6.84,0.83,"Citrate cycle (TCA cycle)","LOC111109973"," isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial-like"
"400","crg:105318507","Day 0","turquoise","crg00280",9.22,0.79,"Valine, leucine and isoleucine degradation","LOC111121118"," lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial-like"
"401","crg:105319440","Day 0","turquoise","crg03030",6.96,0.79,"DNA replication","LOC111108767"," replication factor C subunit 1-like"
"402","crg:105319440","Day 0","turquoise","crg03030",6.96,0.79,"DNA replication","LOC111131355"," replication factor C subunit 1-like"
"403","crg:105320064","Day 0","turquoise","crg00280",9.22,0.79,"Valine, leucine and isoleucine degradation","LOC111127947"," 3-ketoacyl-CoA thiolase, mitochondrial-like"
